,Date,Time,State,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Month,Year,Date_No,Latitude,Longitude
0,30-01-2020,18:00:00,Kerala,1.0,0.0,0,0,1,1,2020,30,8.900372741,76.56999263
1,31-01-2020,18:00:00,Kerala,1.0,0.0,0,0,1,1,2020,31,8.900372741,76.56999263
2,01-02-2020,18:00:00,Kerala,2.0,0.0,0,0,2,2,2020,1,8.900372741,76.56999263
3,02-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,2,8.900372741,76.56999263
4,03-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,3,8.900372741,76.56999263
5,04-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,4,8.900372741,76.56999263
6,05-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,5,8.900372741,76.56999263
7,06-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,6,8.900372741,76.56999263
8,07-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,7,8.900372741,76.56999263
9,08-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,8,8.900372741,76.56999263
10,09-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,9,8.900372741,76.56999263
11,10-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,10,8.900372741,76.56999263
12,11-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,11,8.900372741,76.56999263
13,12-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,12,8.900372741,76.56999263
14,13-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,13,8.900372741,76.56999263
15,14-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,14,8.900372741,76.56999263
16,15-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,15,8.900372741,76.56999263
17,16-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,16,8.900372741,76.56999263
18,17-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,17,8.900372741,76.56999263
19,18-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,18,8.900372741,76.56999263
20,19-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,19,8.900372741,76.56999263
21,20-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,20,8.900372741,76.56999263
22,21-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,21,8.900372741,76.56999263
23,22-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,22,8.900372741,76.56999263
24,23-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,23,8.900372741,76.56999263
25,24-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,24,8.900372741,76.56999263
26,25-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,25,8.900372741,76.56999263
27,26-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,26,8.900372741,76.56999263
28,27-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,27,8.900372741,76.56999263
29,28-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,28,8.900372741,76.56999263
30,29-02-2020,18:00:00,Kerala,3.0,0.0,0,0,3,2,2020,29,8.900372741,76.56999263
31,01-03-2020,18:00:00,Kerala,3.0,0.0,0,0,3,3,2020,1,8.900372741,76.56999263
32,02-03-2020,18:00:00,Telengana,1.0,0.0,0,0,1,3,2020,2,18.1124,79.0193
33,02-03-2020,18:00:00,Kerala,3.0,0.0,0,0,3,3,2020,2,8.900372741,76.56999263
34,02-03-2020,18:00:00,Delhi,1.0,0.0,0,0,1,3,2020,2,28.6699929,77.23000403
35,03-03-2020,18:00:00,Telengana,1.0,0.0,0,0,1,3,2020,3,18.1124,79.0193
36,03-03-2020,18:00:00,Rajasthan,0.0,1.0,0,0,1,3,2020,3,26.44999921,74.63998124
37,03-03-2020,18:00:00,Kerala,3.0,0.0,3,0,3,3,2020,3,8.900372741,76.56999263
38,03-03-2020,18:00:00,Delhi,1.0,0.0,0,0,1,3,2020,3,28.6699929,77.23000403
39,04-03-2020,18:00:00,Uttar Pradesh,6.0,0.0,0,0,6,3,2020,4,27.59998069,78.05000565
40,04-03-2020,18:00:00,Kerala,3.0,0.0,3,0,3,3,2020,4,8.900372741,76.56999263
41,04-03-2020,18:00:00,Haryana,0.0,2.0,0,0,2,3,2020,4,28.45000633,77.01999101
42,04-03-2020,18:00:00,Delhi,1.0,0.0,0,0,1,3,2020,4,28.6699929,77.23000403
43,04-03-2020,18:00:00,Telengana,1.0,0.0,0,0,1,3,2020,4,18.1124,79.0193
44,04-03-2020,18:00:00,Rajasthan,1.0,14.0,0,0,15,3,2020,4,26.44999921,74.63998124
45,05-03-2020,18:00:00,Delhi,2.0,0.0,0,0,2,3,2020,5,28.6699929,77.23000403
46,05-03-2020,18:00:00,Haryana,0.0,2.0,0,0,2,3,2020,5,28.45000633,77.01999101
